Name,Age,Height,Weight,Position,Apps,Total minutes,Scored goals,Assists,Total shots,Shots on goal,Duels total,Duels won,Dribble attempts,Dribbles succ.,Total duels,Total passes,Key passes,Tackles,Blocks,Interceptions,Total saves,Goals conceded,Fouls drawn,Fouls committed,Yellow cards,Red cards for 2nd yellow,Straight red cards,Penalties won,Penalties scored,Penalties missed,Penalties committed,Penalties saved
S. Haller,28,190 cm,82 kg,Attacker,25.0,1270.0,1.0,1.0,16.0,6.0,197.0,68.0,30.0,16.0,197.0,252.0,15.0,16.0,,2.0,,0.0,6.0,23.0,2.0,0.0,0.0,,0.0,0.0,,
C. Hudson-Odoi,22,182 cm,76 kg,Attacker,16.0,934.0,3.0,,22.0,11.0,240.0,105.0,13.0,9.0,240.0,244.0,10.0,14.0,1.0,5.0,,0.0,15.0,24.0,0.0,0.0,0.0,,0.0,0.0,,
Felipe Anderson,29,175 cm,70 kg,Midfielder,23.0,1055.0,2.0,3.0,11.0,6.0,108.0,47.0,29.0,15.0,108.0,576.0,32.0,23.0,1.0,6.0,,0.0,8.0,11.0,0.0,0.0,0.0,,0.0,0.0,,
R. Rúnarsson,27,186 cm,78 kg,Midfielder,2.0,1.0,0.0,,,,1.0,1.0,,,1.0,5.0,,1.0,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
A. Mitrović,28,187 cm,90 kg,Goalkeeper,1.0,16.0,0.0,,,,,,,,,9.0,,,,,2.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,1.0
J. Kenny,25,176 cm,67 kg,Attacker,27.0,1389.0,3.0,3.0,47.0,20.0,229.0,108.0,12.0,7.0,229.0,378.0,23.0,7.0,3.0,3.0,,0.0,23.0,22.0,3.0,0.0,0.0,,1.0,1.0,,
L. Mousset,26,184 cm,80 kg,Defender,4.0,76.0,0.0,,,,2.0,2.0,,,2.0,42.0,,2.0,,1.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
M. Obafemi,22,169 cm,71 kg,Attacker,11.0,289.0,0.0,,4.0,2.0,48.0,11.0,13.0,4.0,48.0,44.0,3.0,1.0,,,,0.0,2.0,7.0,0.0,0.0,0.0,,0.0,0.0,,
Anthony Patrick Knockaert,31,172 cm,69 kg,Attacker,4.0,57.0,0.0,,,,13.0,4.0,1.0,,13.0,12.0,1.0,1.0,,,,0.0,3.0,1.0,0.0,0.0,0.0,,0.0,0.0,,
T. Fosu-Mensah,24,185 cm,80 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Ø. Nyland,32,192 cm,90 kg,Defender,1.0,81.0,0.0,,,,9.0,5.0,2.0,2.0,9.0,66.0,2.0,2.0,,3.0,,0.0,,1.0,1.0,0.0,0.0,,0.0,0.0,,
F. Tomori,25,185 cm,75 kg,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Muhamed Bešić,30,180 cm,80 kg,Defender,1.0,44.0,0.0,,,,3.0,2.0,,,3.0,29.0,,2.0,1.0,2.0,,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,,
S. van den Berg,21,189 cm,,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
P. Gazzaniga,30,196 cm,90 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
J. Foyth,24,179 cm,69 kg,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
E. Lamela,30,181 cm,79 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
H. Winks,26,178 cm,65 kg,Midfielder,23.0,705.0,1.0,,15.0,9.0,135.0,58.0,40.0,25.0,135.0,338.0,11.0,17.0,1.0,6.0,,0.0,10.0,24.0,5.0,1.0,0.0,,0.0,0.0,,
K. Hoever,20,180 cm,65 kg,Midfielder,15.0,860.0,0.0,,2.0,1.0,74.0,39.0,5.0,4.0,74.0,681.0,4.0,16.0,4.0,11.0,,0.0,12.0,11.0,5.0,0.0,0.0,,0.0,0.0,,
G. Wijnaldum,32,175 cm,69 kg,Defender,12.0,571.0,0.0,,1.0,,77.0,37.0,22.0,13.0,77.0,291.0,3.0,14.0,,9.0,,0.0,4.0,4.0,1.0,0.0,0.0,,0.0,0.0,,
Reguilón,26,178 cm,68 kg,Midfielder,38.0,2946.0,2.0,,22.0,9.0,237.0,120.0,51.0,34.0,237.0,1755.0,21.0,23.0,3.0,26.0,,0.0,24.0,15.0,1.0,0.0,0.0,,0.0,0.0,,
M. Kean,22,183 cm,67 kg,Defender,27.0,2249.0,0.0,3.0,13.0,4.0,245.0,117.0,50.0,23.0,245.0,1200.0,17.0,46.0,7.0,32.0,,0.0,19.0,26.0,5.0,0.0,0.0,,0.0,0.0,,
N. Matić,34,194 cm,85 kg,Attacker,2.0,13.0,0.0,,1.0,,4.0,,3.0,,4.0,6.0,,,,,,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,,
P. Pogba,29,191 cm,84 kg,Midfielder,20.0,1099.0,0.0,,4.0,3.0,121.0,67.0,21.0,17.0,121.0,1016.0,9.0,25.0,5.0,22.0,,0.0,6.0,14.0,2.0,0.0,0.0,,0.0,0.0,,
Héctor Bellerín,27,178 cm,74 kg,Midfielder,26.0,1896.0,3.0,3.0,22.0,11.0,340.0,173.0,65.0,44.0,340.0,1333.0,25.0,36.0,2.0,26.0,,0.0,38.0,41.0,3.0,0.0,0.0,,0.0,0.0,,
Marcos Alonso,32,188 cm,84 kg,Defender,25.0,2093.0,1.0,2.0,9.0,5.0,177.0,79.0,25.0,12.0,177.0,1112.0,22.0,29.0,8.0,33.0,,0.0,7.0,21.0,8.0,0.0,0.0,,0.0,0.0,,
J. Branthwaite,20,195 cm,67 kg,Defender,13.0,960.0,2.0,,14.0,10.0,109.0,57.0,17.0,9.0,109.0,508.0,16.0,13.0,1.0,12.0,,0.0,12.0,13.0,2.0,0.0,0.0,,0.0,0.0,,
F. Fernández,33,190 cm,83 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
F. Lejeune,31,189 cm,89 kg,Defender,24.0,2083.0,0.0,,4.0,2.0,142.0,92.0,1.0,,142.0,831.0,7.0,29.0,31.0,17.0,,0.0,15.0,15.0,4.0,0.0,0.0,,0.0,0.0,,
Oriol Romeu,31,183 cm,83 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
B. De Cordova-Reid,29,170 cm,68 kg,Midfielder,21.0,1767.0,1.0,1.0,9.0,4.0,257.0,137.0,17.0,14.0,257.0,1273.0,14.0,69.0,7.0,30.0,,0.0,23.0,30.0,6.0,0.0,0.0,,0.0,0.0,,
Kiko Casilla,36,190 cm,86 kg,Attacker,33.0,2381.0,5.0,2.0,22.0,9.0,237.0,94.0,52.0,27.0,237.0,761.0,14.0,31.0,5.0,21.0,,0.0,20.0,38.0,7.0,0.0,0.0,,0.0,0.0,,
Pablo Marí,29,193 cm,87 kg,Goalkeeper,3.0,270.0,0.0,,,,2.0,2.0,,,2.0,78.0,,,,,8.0,2.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
Willian José,31,189 cm,93 kg,Defender,10.0,900.0,0.0,,1.0,,81.0,47.0,3.0,3.0,81.0,629.0,2.0,15.0,7.0,9.0,,0.0,4.0,8.0,2.0,0.0,0.0,,0.0,0.0,,
M. Shabani,23,185 cm,78 kg,Attacker,17.0,1114.0,1.0,,16.0,7.0,107.0,46.0,11.0,8.0,107.0,298.0,12.0,2.0,1.0,1.0,,0.0,10.0,8.0,0.0,0.0,0.0,,0.0,0.0,,
J. McCarthy,32,180 cm,72 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
R. Snodgrass,35,182 cm,82 kg,Midfielder,16.0,822.0,0.0,,,,58.0,31.0,3.0,2.0,58.0,331.0,5.0,16.0,7.0,8.0,,0.0,4.0,6.0,1.0,0.0,0.0,,0.0,0.0,,
M. Meyer,27,173 cm,67 kg,Midfielder,8.0,527.0,0.0,,1.0,1.0,78.0,43.0,8.0,4.0,78.0,132.0,3.0,17.0,2.0,1.0,,0.0,13.0,8.0,2.0,0.0,0.0,,0.0,0.0,,
J. Hart,35,196 cm,91 kg,Midfielder,3.0,2.0,0.0,,1.0,1.0,78.0,43.0,8.0,4.0,78.0,132.0,3.0,17.0,2.0,1.0,,0.0,13.0,8.0,0.0,0.0,0.0,,0.0,0.0,,
J. Lundstram,28,181 cm,78 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Gaetano Michel Berardi,34,179 cm,72 kg,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
A. El Ghazi,27,188 cm,90 kg,Midfielder,28.0,2032.0,0.0,2.0,14.0,5.0,176.0,73.0,24.0,15.0,176.0,999.0,20.0,25.0,8.0,14.0,,0.0,20.0,24.0,8.0,0.0,1.0,,0.0,1.0,,
C. Carter-Vickers,25,183 cm,92 kg,Defender,2.0,113.0,0.0,,,,10.0,6.0,,,10.0,55.0,,2.0,1.0,1.0,,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,,
B. Davies,27,185 cm,74 kg,Attacker,28.0,1614.0,10.0,,49.0,30.0,239.0,98.0,49.0,26.0,239.0,523.0,26.0,16.0,,6.0,,0.0,28.0,18.0,2.0,0.0,0.0,,4.0,0.0,,
B. Baningime,24,178 cm,70 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
B. Engels,28,193 cm,83 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
A. Zeqiri,23,181 cm,72 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Fábio Silva,20,185 cm,75 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
A. Cochrane,22,173 cm,70 kg,Attacker,9.0,163.0,0.0,,4.0,2.0,16.0,8.0,1.0,1.0,16.0,38.0,1.0,3.0,,,,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,
L. Clarkson,21,175 cm,62 kg,Attacker,32.0,1352.0,4.0,3.0,32.0,17.0,199.0,68.0,21.0,7.0,199.0,323.0,11.0,6.0,1.0,4.0,,0.0,21.0,20.0,2.0,0.0,0.0,,1.0,0.0,,
O. Otasowie,21,191 cm,88 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Alexandre Tounde Dimitri Jankewitz,21,,,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
W. Fish,19,,,Midfielder,6.0,185.0,0.0,1.0,3.0,,42.0,22.0,7.0,3.0,42.0,59.0,2.0,5.0,1.0,3.0,,0.0,6.0,3.0,1.0,0.0,0.0,,0.0,0.0,,
Bobby Thomas,21,186 cm,,Midfielder,2.0,3.0,0.0,,,,4.0,3.0,,,4.0,3.0,,2.0,,,,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,,
D. Praet,28,181 cm,78 kg,Defender,1.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Ricardo Pereira,29,175 cm,70 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
J. Evans,34,188 cm,77 kg,Midfielder,15.0,723.0,1.0,1.0,4.0,2.0,74.0,24.0,16.0,6.0,74.0,294.0,7.0,14.0,2.0,7.0,,0.0,2.0,12.0,0.0,0.0,0.0,,0.0,0.0,,
Ç. Söyüncü,26,185 cm,82 kg,Defender,15.0,959.0,0.0,1.0,4.0,4.0,148.0,64.0,30.0,14.0,148.0,464.0,10.0,31.0,1.0,15.0,,0.0,8.0,18.0,3.0,0.0,0.0,,0.0,0.0,,
M. Albrighton,33,175 cm,74 kg,Defender,28.0,2476.0,2.0,2.0,8.0,3.0,201.0,137.0,9.0,8.0,201.0,1847.0,10.0,25.0,3.0,46.0,,0.0,12.0,18.0,7.0,0.0,0.0,,0.0,0.0,,
H. Barnes,25,174 cm,66 kg,Defender,23.0,1815.0,1.0,,9.0,3.0,180.0,107.0,6.0,4.0,180.0,1381.0,7.0,27.0,9.0,28.0,,0.0,15.0,18.0,2.0,0.0,0.0,,0.0,0.0,,
J. Maddison,26,175 cm,73 kg,Midfielder,31.0,1741.0,1.0,5.0,14.0,10.0,230.0,99.0,66.0,37.0,230.0,748.0,38.0,33.0,3.0,17.0,,0.0,19.0,9.0,2.0,0.0,0.0,,0.0,0.0,,
J. Vardy,35,179 cm,74 kg,Midfielder,25.0,1949.0,9.0,4.0,40.0,26.0,261.0,116.0,89.0,40.0,261.0,605.0,26.0,19.0,3.0,8.0,,0.0,33.0,16.0,0.0,0.0,0.0,,0.0,0.0,,
R. Fredericks,30,181 cm,74 kg,Midfielder,31.0,2104.0,8.0,5.0,49.0,23.0,232.0,120.0,51.0,29.0,232.0,1017.0,52.0,32.0,1.0,9.0,,0.0,57.0,19.0,4.0,0.0,0.0,,0.0,0.0,,
Samuel John Woods,24,185 cm,76 kg,Attacker,34.0,2845.0,15.0,9.0,67.0,38.0,251.0,119.0,41.0,26.0,251.0,434.0,28.0,18.0,5.0,4.0,,0.0,25.0,26.0,1.0,0.0,0.0,,8.0,1.0,,
Ayoze Pérez,29,178 cm,72 kg,Defender,14.0,564.0,1.0,1.0,2.0,2.0,63.0,28.0,7.0,3.0,63.0,226.0,12.0,9.0,2.0,11.0,,0.0,10.0,11.0,2.0,0.0,0.0,,0.0,0.0,,
R. Bertrand,33,179 cm,85 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
J. Vestergaard,30,199 cm,98 kg,Attacker,25.0,1332.0,2.0,1.0,18.0,13.0,249.0,96.0,59.0,29.0,249.0,470.0,24.0,32.0,,10.0,,0.0,23.0,31.0,2.0,0.0,0.0,,0.0,0.0,,
J. Justin,24,183 cm,80 kg,Defender,29.0,2599.0,0.0,1.0,8.0,3.0,245.0,135.0,9.0,3.0,245.0,1197.0,14.0,60.0,1.0,30.0,,0.0,35.0,29.0,5.0,0.0,0.0,,0.0,0.0,,
Jake Vokins,22,180 cm,,Defender,30.0,2574.0,3.0,,20.0,8.0,264.0,167.0,10.0,7.0,264.0,1763.0,7.0,51.0,16.0,41.0,,0.0,11.0,19.0,3.0,0.0,1.0,,0.0,0.0,,
Daniel David Langley,22,,,Defender,23.0,2070.0,2.0,1.0,7.0,3.0,251.0,144.0,32.0,18.0,251.0,1049.0,21.0,61.0,10.0,30.0,,0.0,39.0,16.0,4.0,0.0,0.0,,0.0,0.0,,
Reece Phillip Peter Hannam,22,186 cm,,Defender,1.0,66.0,0.0,,,,3.0,,,,3.0,13.0,1.0,,,,,0.0,,2.0,0.0,0.0,0.0,,0.0,0.0,,
K. Dewsbury-Hall,24,,,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
L. Thomas,21,,,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Zak Rian Brunt,21,176 cm,,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
J. Garner,21,186 cm,78 kg,Defender,14.0,971.0,1.0,,5.0,3.0,129.0,65.0,18.0,6.0,129.0,405.0,7.0,23.0,2.0,17.0,,0.0,16.0,10.0,2.0,0.0,0.0,,0.0,0.0,,
Y. Mina,28,195 cm,94 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
J. Pickford,28,185 cm,77 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
M. Keane,29,191 cm,82 kg,Defender,24.0,1939.0,2.0,,15.0,4.0,157.0,98.0,3.0,1.0,157.0,1257.0,1.0,21.0,23.0,24.0,,0.0,11.0,22.0,2.0,0.0,0.0,,0.0,0.0,,
J. Tarkowski,30,185 cm,81 kg,Goalkeeper,31.0,2743.0,0.0,,,,15.0,12.0,,,15.0,998.0,1.0,,,3.0,90.0,39.0,3.0,1.0,1.0,0.0,0.0,,0.0,0.0,,1.0
Rúben Vinagre,23,174 cm,67 kg,Defender,35.0,2990.0,3.0,1.0,15.0,6.0,236.0,149.0,7.0,4.0,236.0,1939.0,7.0,28.0,33.0,51.0,,0.0,8.0,15.0,4.0,0.0,0.0,,0.0,0.0,,
S. Coleman,34,177 cm,67 kg,Defender,36.0,3240.0,1.0,,21.0,6.0,400.0,272.0,14.0,12.0,400.0,1259.0,12.0,66.0,42.0,44.0,,0.0,29.0,27.0,6.0,0.0,0.0,,0.0,0.0,,
T. Davies,24,180 cm,70 kg,Defender,2.0,172.0,0.0,,,,24.0,10.0,4.0,2.0,24.0,80.0,1.0,7.0,,2.0,,0.0,,2.0,0.0,0.0,0.0,,0.0,0.0,,
E. Jakupovic,38,191 cm,85 kg,Defender,25.0,1612.0,0.0,3.0,7.0,4.0,153.0,85.0,33.0,20.0,153.0,645.0,19.0,39.0,6.0,13.0,,0.0,17.0,12.0,0.0,0.0,0.0,,0.0,0.0,,
D. Gray,26,180 cm,74 kg,Midfielder,25.0,1424.0,0.0,1.0,5.0,,164.0,85.0,24.0,18.0,164.0,697.0,6.0,31.0,9.0,34.0,,0.0,26.0,26.0,3.0,0.0,0.0,,0.0,0.0,,
A. Doucouré,29,184 cm,75 kg,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
A. Townsend,31,181 cm,77 kg,Midfielder,1.0,18.0,0.0,,1.0,,2.0,1.0,1.0,,2.0,9.0,,1.0,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
D. McNeil,23,183 cm,68 kg,Midfielder,29.0,2452.0,2.0,3.0,12.0,5.0,231.0,123.0,33.0,21.0,231.0,1341.0,21.0,52.0,7.0,39.0,,0.0,12.0,23.0,6.0,0.0,0.0,,0.0,0.0,,
J. Stephens,28,185 cm,75 kg,Midfielder,34.0,2258.0,1.0,5.0,24.0,11.0,355.0,178.0,73.0,44.0,355.0,703.0,41.0,78.0,2.0,42.0,,0.0,54.0,28.0,0.0,0.0,0.0,,0.0,0.0,,
B. Godfrey,24,183 cm,74 kg,Attacker,36.0,3070.0,2.0,5.0,19.0,9.0,345.0,168.0,103.0,63.0,345.0,1104.0,48.0,47.0,6.0,32.0,,0.0,40.0,11.0,1.0,0.0,0.0,,0.0,0.0,,
M. Holgate,26,184 cm,63 kg,Defender,18.0,1538.0,0.0,,5.0,3.0,120.0,65.0,5.0,2.0,120.0,1026.0,6.0,34.0,14.0,28.0,,0.0,9.0,8.0,2.0,0.0,0.0,,0.0,0.0,,
A. Lonergan,39,192 cm,87 kg,Defender,31.0,2683.0,0.0,2.0,9.0,2.0,208.0,138.0,12.0,9.0,208.0,1219.0,4.0,55.0,37.0,33.0,,0.0,17.0,15.0,4.0,0.0,0.0,,0.0,0.0,,
K. John,21,,,Defender,28.0,2289.0,1.0,,5.0,3.0,220.0,132.0,11.0,8.0,220.0,1103.0,8.0,56.0,13.0,35.0,,0.0,29.0,29.0,9.0,0.0,0.0,,0.0,0.0,,
I. Price,19,,,Goalkeeper,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
R. Welch,19,,,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
J. Guðmunds­son,32,186 cm,78 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
W. Norris,29,195 cm,74 kg,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
D. Calvert-Lewin,25,187 cm,71 kg,Midfielder,22.0,1368.0,2.0,,17.0,8.0,143.0,64.0,27.0,10.0,143.0,437.0,9.0,19.0,2.0,17.0,,0.0,16.0,11.0,2.0,0.0,0.0,,0.0,0.0,,
M. James,31,181 cm,86 kg,Goalkeeper,2.0,180.0,0.0,,,,,,,,,56.0,1.0,,,,2.0,4.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0
K. Long,32,188 cm,83 kg,Attacker,33.0,2876.0,16.0,,72.0,46.0,463.0,233.0,49.0,22.0,463.0,675.0,18.0,17.0,6.0,6.0,,0.0,41.0,37.0,3.0,0.0,0.0,,0.0,0.0,,
M. Lowton,33,180 cm,78 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
C. Taylor,29,176 cm,70 kg,Defender,8.0,636.0,0.0,,2.0,,61.0,31.0,,,61.0,265.0,1.0,11.0,7.0,6.0,,0.0,2.0,7.0,2.0,0.0,0.0,,0.0,0.0,,
J. Cork,33,183 cm,70 kg,Defender,34.0,3060.0,1.0,1.0,18.0,4.0,233.0,127.0,40.0,27.0,233.0,1194.0,26.0,54.0,13.0,56.0,,0.0,13.0,19.0,5.0,0.0,0.0,,0.0,0.0,,
A. Westwood,32,175 cm,80 kg,Defender,29.0,2429.0,0.0,1.0,2.0,2.0,236.0,146.0,47.0,25.0,236.0,990.0,12.0,48.0,19.0,29.0,,0.0,34.0,9.0,1.0,0.0,0.0,,0.0,0.0,,
A. Barnes,33,186 cm,77 kg,Midfielder,16.0,1352.0,0.0,,1.0,,158.0,75.0,7.0,5.0,158.0,500.0,8.0,26.0,4.0,16.0,,0.0,12.0,21.0,2.0,0.0,0.0,,0.0,0.0,,
Max Harrison Sanders,23,176 cm,68 kg,Midfielder,38.0,3411.0,3.0,3.0,17.0,7.0,198.0,92.0,19.0,13.0,198.0,2045.0,53.0,23.0,9.0,44.0,,0.0,42.0,35.0,7.0,0.0,0.0,,0.0,0.0,,
B. Peacock-Farrell,26,193 cm,73 kg,Attacker,22.0,1336.0,3.0,,26.0,13.0,277.0,122.0,2.0,1.0,277.0,304.0,20.0,12.0,2.0,5.0,,0.0,49.0,46.0,4.0,0.0,0.0,,1.0,0.0,,
J. Rodríguez,33,185 cm,80 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
J. Brownhill,27,178 cm,69 kg,Goalkeeper,4.0,360.0,0.0,,,,1.0,1.0,,,1.0,106.0,,,,,10.0,14.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0
N. Maupay,26,173 cm,69 kg,Attacker,31.0,1254.0,1.0,2.0,21.0,9.0,252.0,97.0,28.0,12.0,252.0,274.0,6.0,25.0,4.0,2.0,,0.0,18.0,31.0,3.0,0.0,0.0,,0.0,0.0,,
J. Cullen,26,175 cm,70 kg,Midfielder,33.0,2816.0,0.0,1.0,24.0,7.0,290.0,155.0,21.0,15.0,290.0,1172.0,18.0,45.0,11.0,69.0,,0.0,32.0,36.0,2.0,0.0,0.0,,0.0,0.0,,
A. Gordon,21,,,Attacker,33.0,2519.0,8.0,2.0,49.0,26.0,285.0,108.0,48.0,24.0,285.0,648.0,32.0,20.0,,13.0,,0.0,44.0,28.0,1.0,0.0,1.0,,3.0,1.0,,
T. Harwood-Bellis,20,188 cm,,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Teddy Christopher Graham Jenks,20,191 cm,,Attacker,3.0,87.0,0.0,,,,17.0,8.0,6.0,2.0,17.0,25.0,1.0,3.0,,1.0,,0.0,2.0,,0.0,0.0,0.0,,0.0,0.0,,
N. Tella,23,,,Defender,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
Pablo Fornals,26,178 cm,67 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
M. Lanzini,29,167 cm,59 kg,Midfielder,18.0,741.0,1.0,1.0,13.0,8.0,127.0,44.0,25.0,11.0,127.0,135.0,6.0,8.0,,3.0,,0.0,24.0,16.0,2.0,0.0,0.0,,0.0,0.0,,
K. Zouma,28,190 cm,96 kg,Midfielder,33.0,2583.0,5.0,4.0,32.0,16.0,290.0,113.0,60.0,29.0,290.0,1058.0,32.0,44.0,1.0,36.0,,0.0,17.0,26.0,3.0,0.0,0.0,,0.0,0.0,,
Ł. Fabiański,37,190 cm,83 kg,Midfielder,17.0,558.0,1.0,1.0,10.0,3.0,64.0,27.0,13.0,6.0,64.0,370.0,11.0,9.0,,7.0,,0.0,10.0,7.0,1.0,0.0,0.0,,0.0,0.0,,
A. Cresswell,33,170 cm,66 kg,Defender,24.0,2027.0,5.0,,21.0,12.0,172.0,108.0,4.0,2.0,172.0,1775.0,4.0,16.0,9.0,28.0,,0.0,6.0,17.0,3.0,0.0,0.0,,0.0,0.0,,
A. Ogbonna,34,191 cm,86 kg,Goalkeeper,35.0,3150.0,0.0,,,,7.0,6.0,,,7.0,856.0,,1.0,,1.0,103.0,44.0,2.0,1.0,2.0,0.0,0.0,,0.0,0.0,,1.0
M. Antonio,32,180 cm,82 kg,Defender,36.0,3172.0,0.0,8.0,16.0,4.0,160.0,89.0,10.0,4.0,160.0,1652.0,60.0,32.0,14.0,32.0,,0.0,18.0,13.0,3.0,0.0,0.0,,0.0,0.0,,
C. Coventry,22,177 cm,65 kg,Defender,28.0,2493.0,3.0,,11.0,4.0,188.0,101.0,4.0,3.0,188.0,1018.0,4.0,26.0,11.0,30.0,,0.0,9.0,28.0,5.0,0.0,0.0,,0.0,0.0,,
B. Johnson,22,175 cm,67 kg,Attacker,26.0,1984.0,10.0,5.0,49.0,25.0,372.0,161.0,87.0,43.0,372.0,453.0,27.0,7.0,3.0,7.0,,0.0,40.0,29.0,3.0,0.0,0.0,,0.0,0.0,,
B. Mee,33,180 cm,74 kg,Midfielder,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,
C. Dawson,32,188 cm,82 kg,Defender,14.0,519.0,1.0,,2.0,1.0,47.0,24.0,6.0,4.0,47.0,184.0,4.0,11.0,1.0,11.0,,0.0,3.0,6.0,1.0,0.0,0.0,,0.0,0.0,,
D. Randolph,35,188 cm,98 kg,Defender,30.0,2694.0,2.0,,21.0,7.0,262.0,163.0,6.0,4.0,262.0,1122.0,6.0,32.0,45.0,43.0,,0.0,19.0,15.0,3.0,0.0,0.0,,0.0,0.0,,
J. Bowen,26,175 cm,70 kg,Defender,22.0,1926.0,3.0,,15.0,5.0,125.0,79.0,,,125.0,764.0,2.0,11.0,22.0,32.0,,0.0,12.0,14.0,4.0,1.0,0.0,,0.0,0.0,,
Jensen Guy Weir,20,186 cm,74 kg,Goalkeeper,3.0,270.0,0.0,,,,2.0,2.0,,,2.0,61.0,,,,,6.0,3.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,1.0
